id,prix,superficie_m2,nb_chambres,nb_etages,localisation,acces_route,eau_electricite,type_connexion,parking,type_sol,etat_maison,annee_construction
3825.0,63.0,61.0,2.0,2.0,periurbain,1,,aucune,0,carrelage,a_renover,1995.0
6642.0,213.0,180.0,,2.0,periurbain,0,oui,fibre,No,brut,bon,2017.0
9522.0,71.0,56.0,1.0,2.0,periurbain,1,,fibre,Yes,carrelage,bon,2010.0
9483.0,261.0,117.0,4.0,2.0,periurbain,non,oui,aucune,oui,ciment,neuf,
4810.0,140.0,83.0,,1.0,,No,No,aucune,oui,brut,neuf,2017.0
1946.0,68.0,,1.0,1.0,rural,1,0,fibre,No,brut,a_renover,2005.0
9613.0,191.0,200.0,5.0,1.0,periurbain,1,oui,aucune,non,ciment,a_renover,2001.0
8852.0,77.0,,2.0,1.0,rural,,Yes,starlink,oui,brut,a_renover,2001.0
5335.0,258.0,219.0,4.0,2.0,rural,non,oui,fibre,non,brut,neuf,2000.0
3488.0,81.0,86.0,2.0,2.0,periurbain,1,Yes,fibre,Yes,carrelage,a_renover,2010.0
1610.0,337.0,166.0,4.0,2.0,periurbain,,0,starlink,1,,neuf,2004.0
7269.0,111.0,197.0,4.0,1.0,rural,0,oui,fibre,No,carrelage,a_renover,2000.0
8622.0,291.0,217.0,5.0,2.0,periurbain,oui,Yes,fibre,1,brut,,2018.0
7929.0,,249.0,5.0,2.0,rural,oui,1,aucune,Yes,ciment,neuf,1991.0
8388.0,262.0,221.0,1.0,2.0,urbain,Yes,oui,starlink,1,ciment,a_renover,2023.0
7166.0,82.0,65.0,5.0,2.0,rural,non,non,fibre,oui,ciment,bon,2018.0
4677.0,466.0,169.0,,1.0,urbain,No,1,fibre,non,brut,neuf,
4959.0,54.0,58.0,5.0,1.0,rural,No,non,fibre,oui,,a_renover,2001.0
6963.0,159.0,117.0,2.0,2.0,urbain,oui,Yes,fibre,No,carrelage,a_renover,
5867.0,64.0,81.0,5.0,1.0,rural,No,1,aucune,oui,carrelage,a_renover,2005.0
9660.0,642.0,230.0,3.0,2.0,urbain,No,non,starlink,non,ciment,neuf,2019.0
7471.0,187.0,155.0,2.0,2.0,periurbain,0,Yes,aucune,oui,ciment,bon,
4761.0,189.0,184.0,1.0,1.0,rural,non,No,aucune,Yes,carrelage,neuf,2015.0
2194.0,654.0,210.0,5.0,2.0,urbain,oui,Yes,fibre,oui,brut,neuf,2021.0
882.0,160.0,237.0,1.0,2.0,rural,,non,starlink,No,carrelage,bon,1997.0
7696.0,63.0,78.0,5.0,2.0,rural,oui,oui,fibre,non,,a_renover,1994.0
5701.0,,147.0,,2.0,rural,non,Yes,aucune,No,ciment,neuf,2023.0
7691.0,110.0,65.0,4.0,1.0,rural,Yes,oui,starlink,0,brut,neuf,2004.0
5113.0,,95.0,2.0,1.0,rural,oui,1,starlink,0,brut,a_renover,2013.0
557.0,278.0,128.0,4.0,1.0,,1,No,aucune,oui,carrelage,neuf,2018.0
8953.0,587.0,232.0,1.0,1.0,urbain,1,Yes,starlink,1,brut,neuf,1995.0
5139.0,40.0,64.0,,1.0,rural,oui,No,fibre,non,brut,a_renover,2017.0
1207.0,610.0,229.0,2.0,1.0,urbain,non,oui,aucune,No,brut,,2009.0
976.0,58.0,55.0,2.0,1.0,periurbain,0,Yes,starlink,oui,brut,a_renover,2010.0
7684.0,324.0,190.0,1.0,2.0,urbain,No,No,aucune,No,carrelage,bon,2016.0
8536.0,140.0,207.0,1.0,2.0,rural,non,oui,starlink,Yes,carrelage,bon,2016.0
1510.0,415.0,197.0,5.0,1.0,urbain,0,non,aucune,oui,,bon,2009.0
6538.0,439.0,237.0,3.0,1.0,urbain,1,Yes,aucune,Yes,carrelage,bon,2013.0
3829.0,159.0,52.0,4.0,2.0,periurbain,1,1,,0,,neuf,2010.0
3732.0,177.0,180.0,5.0,1.0,periurbain,1,0,aucune,Yes,ciment,a_renover,2009.0
8894.0,155.0,180.0,5.0,2.0,rural,Yes,1,aucune,non,carrelage,bon,2021.0
3211.0,194.0,241.0,2.0,1.0,periurbain,non,Yes,,Yes,ciment,a_renover,
3630.0,221.0,147.0,4.0,2.0,urbain,1,1,starlink,,carrelage,a_renover,2006.0
1708.0,115.0,82.0,3.0,1.0,rural,Yes,non,,non,,neuf,2017.0
1845.0,332.0,246.0,4.0,2.0,urbain,Yes,non,starlink,Yes,brut,a_renover,2013.0
266.0,286.0,69.0,4.0,1.0,urbain,1,,,,ciment,neuf,2022.0
5985.0,62.0,127.0,1.0,1.0,rural,1,No,starlink,0,carrelage,a_renover,2001.0
1140.0,295.0,246.0,3.0,1.0,,Yes,Yes,aucune,non,ciment,bon,2002.0
3162.0,138.0,86.0,3.0,1.0,urbain,Yes,non,,No,ciment,a_renover,2009.0
6207.0,67.0,86.0,5.0,2.0,rural,No,Yes,starlink,1,carrelage,a_renover,2021.0
2046.0,182.0,51.0,2.0,2.0,urbain,oui,1,aucune,No,carrelage,neuf,1998.0
3730.0,284.0,223.0,4.0,2.0,periurbain,oui,Yes,fibre,No,brut,bon,1996.0
1909.0,506.0,161.0,4.0,1.0,urbain,Yes,1,fibre,Yes,ciment,neuf,1996.0
2211.0,247.0,183.0,3.0,1.0,urbain,1,0,starlink,No,brut,,2009.0
2660.0,216.0,65.0,2.0,2.0,urbain,1,oui,fibre,0,ciment,neuf,2017.0
656.0,144.0,200.0,2.0,1.0,rural,non,0,aucune,No,ciment,bon,1990.0
6660.0,,156.0,1.0,1.0,urbain,non,0,starlink,No,brut,bon,2011.0
1307.0,198.0,70.0,1.0,2.0,urbain,Yes,No,aucune,Yes,carrelage,neuf,1991.0
2567.0,103.0,70.0,3.0,2.0,rural,non,1,aucune,1,brut,neuf,2007.0
8020.0,110.0,73.0,2.0,2.0,urbain,1,1,fibre,0,brut,a_renover,1995.0
998.0,300.0,,3.0,1.0,urbain,No,non,starlink,oui,brut,bon,2005.0
8604.0,,200.0,3.0,2.0,rural,Yes,non,starlink,0,ciment,a_renover,2006.0
2834.0,68.0,139.0,1.0,2.0,rural,No,Yes,aucune,No,brut,a_renover,2015.0
1873.0,457.0,223.0,5.0,1.0,urbain,0,No,aucune,No,carrelage,bon,2008.0
6222.0,,185.0,5.0,1.0,rural,No,No,starlink,Yes,carrelage,neuf,2015.0
5880.0,165.0,177.0,4.0,2.0,periurbain,0,0,aucune,Yes,,a_renover,2010.0
1237.0,68.0,82.0,2.0,1.0,rural,1,Yes,starlink,1,brut,,2014.0
2151.0,,167.0,3.0,1.0,rural,Yes,1,fibre,Yes,ciment,a_renover,2022.0
8620.0,74.0,54.0,1.0,1.0,urbain,1,,aucune,1,ciment,a_renover,2010.0
3835.0,121.0,164.0,2.0,2.0,rural,Yes,1,aucune,No,brut,bon,1991.0
5581.0,480.0,150.0,4.0,1.0,urbain,non,non,starlink,1,,,2008.0
8468.0,256.0,217.0,4.0,2.0,rural,1,No,aucune,non,ciment,neuf,2017.0
9065.0,249.0,177.0,5.0,1.0,periurbain,1,oui,starlink,Yes,brut,bon,2016.0
6578.0,92.0,64.0,5.0,2.0,periurbain,non,oui,fibre,No,carrelage,a_renover,2017.0
5091.0,176.0,100.0,1.0,,periurbain,0,0,starlink,oui,ciment,neuf,2008.0
2186.0,409.0,158.0,1.0,2.0,urbain,,0,aucune,oui,carrelage,neuf,1999.0
9509.0,95.0,54.0,3.0,2.0,periurbain,non,non,aucune,Yes,brut,bon,2003.0
1134.0,441.0,213.0,,1.0,urbain,No,oui,starlink,No,carrelage,bon,2002.0
5004.0,162.0,51.0,,2.0,urbain,0,No,,non,carrelage,bon,2002.0
6626.0,53.0,106.0,1.0,2.0,rural,0,oui,aucune,No,carrelage,a_renover,1992.0
9928.0,109.0,193.0,4.0,,rural,oui,oui,aucune,non,ciment,a_renover,2007.0
1303.0,356.0,191.0,3.0,1.0,periurbain,Yes,1,starlink,0,carrelage,neuf,1994.0
9318.0,302.0,101.0,2.0,1.0,urbain,No,1,starlink,non,carrelage,neuf,1994.0
1627.0,66.0,122.0,2.0,2.0,rural,0,Yes,starlink,No,ciment,a_renover,1992.0
8834.0,125.0,159.0,1.0,1.0,periurbain,oui,Yes,aucune,0,carrelage,a_renover,1995.0
1522.0,99.0,184.0,3.0,2.0,rural,non,oui,fibre,No,brut,a_renover,2001.0
7749.0,195.0,100.0,2.0,1.0,periurbain,0,No,aucune,No,brut,neuf,1994.0
358.0,63.0,86.0,1.0,2.0,rural,Yes,1,starlink,non,ciment,bon,1999.0
138.0,170.0,101.0,5.0,2.0,periurbain,0,Yes,fibre,No,brut,,2004.0
,226.0,248.0,,1.0,periurbain,1,non,aucune,1,ciment,a_renover,2008.0
1556.0,407.0,192.0,5.0,1.0,urbain,No,non,starlink,non,carrelage,bon,1998.0
5099.0,135.0,72.0,,2.0,urbain,oui,non,starlink,No,carrelage,bon,1997.0
382.0,218.0,111.0,2.0,1.0,urbain,0,1,aucune,Yes,brut,bon,2022.0
9149.0,206.0,121.0,5.0,2.0,urbain,No,non,starlink,Yes,ciment,a_renover,2007.0
8665.0,438.0,224.0,4.0,2.0,urbain,0,No,starlink,oui,brut,bon,1992.0
7664.0,211.0,123.0,1.0,2.0,periurbain,1,0,fibre,oui,carrelage,neuf,2007.0
4857.0,105.0,82.0,5.0,1.0,periurbain,oui,No,aucune,oui,,,2004.0
2162.0,366.0,90.0,5.0,2.0,urbain,1,No,aucune,0,ciment,neuf,1994.0
3180.0,165.0,122.0,4.0,1.0,rural,Yes,non,aucune,Yes,ciment,neuf,2014.0
1439.0,102.0,81.0,2.0,2.0,rural,non,Yes,starlink,,brut,neuf,2005.0
,65.0,64.0,3.0,2.0,rural,oui,0,fibre,,ciment,bon,1999.0
5673.0,367.0,192.0,3.0,1.0,urbain,non,oui,aucune,,carrelage,bon,2009.0
7042.0,165.0,109.0,4.0,1.0,periurbain,,oui,fibre,,brut,bon,2018.0
946.0,446.0,136.0,4.0,1.0,urbain,Yes,0,starlink,1,ciment,neuf,1992.0
2390.0,135.0,135.0,4.0,2.0,periurbain,No,No,starlink,1,brut,a_renover,1997.0
5498.0,401.0,117.0,,2.0,urbain,No,No,starlink,Yes,brut,neuf,2009.0
4916.0,175.0,223.0,4.0,2.0,rural,oui,1,aucune,No,carrelage,bon,2001.0
8021.0,202.0,185.0,2.0,2.0,rural,0,non,fibre,0,,neuf,1996.0
4594.0,698.0,241.0,4.0,2.0,urbain,1,non,aucune,non,brut,neuf,
2721.0,308.0,130.0,5.0,1.0,urbain,0,1,,non,carrelage,,2004.0
,384.0,215.0,2.0,1.0,urbain,,No,starlink,1,ciment,bon,1995.0
2352.0,331.0,182.0,2.0,1.0,urbain,No,No,aucune,0,ciment,bon,1994.0
7656.0,455.0,152.0,3.0,1.0,urbain,oui,0,starlink,1,ciment,neuf,2017.0
3236.0,101.0,200.0,2.0,1.0,rural,Yes,No,fibre,Yes,ciment,a_renover,1992.0
3140.0,281.0,138.0,3.0,2.0,urbain,oui,oui,starlink,oui,ciment,bon,1994.0
4163.0,318.0,161.0,3.0,2.0,urbain,1,1,starlink,non,brut,bon,2012.0
9796.0,342.0,169.0,4.0,1.0,periurbain,No,,aucune,,carrelage,neuf,1997.0
9124.0,152.0,84.0,5.0,1.0,periurbain,No,non,aucune,0,brut,bon,1991.0
3807.0,632.0,226.0,3.0,1.0,urbain,1,oui,,Yes,ciment,neuf,2012.0
3590.0,394.0,190.0,5.0,,periurbain,oui,Yes,starlink,Yes,brut,neuf,2008.0
1936.0,,178.0,3.0,,rural,No,1,aucune,Yes,carrelage,neuf,2014.0
9812.0,34.0,51.0,2.0,2.0,rural,non,Yes,starlink,oui,ciment,a_renover,2008.0
6781.0,235.0,172.0,3.0,2.0,urbain,Yes,oui,aucune,oui,carrelage,a_renover,2016.0
8296.0,115.0,61.0,,2.0,periurbain,oui,non,starlink,non,carrelage,bon,2005.0
4154.0,,94.0,1.0,2.0,periurbain,Yes,0,aucune,oui,carrelage,a_renover,2006.0
4172.0,187.0,244.0,1.0,1.0,periurbain,1,oui,starlink,oui,ciment,a_renover,2022.0
796.0,211.0,240.0,4.0,1.0,periurbain,No,,fibre,non,carrelage,,1999.0
2416.0,184.0,90.0,2.0,1.0,urbain,No,Yes,starlink,0,ciment,bon,2012.0
8458.0,123.0,97.0,1.0,2.0,urbain,1,1,starlink,non,carrelage,a_renover,2009.0
6139.0,268.0,208.0,,2.0,periurbain,oui,Yes,starlink,non,ciment,bon,1991.0
785.0,236.0,161.0,4.0,1.0,urbain,No,non,aucune,oui,carrelage,a_renover,2021.0
8396.0,320.0,175.0,2.0,2.0,urbain,non,oui,fibre,Yes,carrelage,bon,2023.0
6789.0,127.0,69.0,1.0,1.0,periurbain,oui,1,fibre,0,brut,neuf,1992.0
3158.0,177.0,172.0,1.0,2.0,rural,Yes,oui,aucune,1,,neuf,1999.0
7202.0,219.0,103.0,,2.0,periurbain,,1,fibre,Yes,carrelage,,2006.0
8036.0,167.0,98.0,5.0,1.0,periurbain,non,oui,fibre,1,ciment,bon,2016.0
123.0,55.0,85.0,3.0,2.0,rural,0,1,aucune,No,brut,a_renover,2008.0
9264.0,150.0,132.0,1.0,1.0,periurbain,No,oui,fibre,0,carrelage,bon,2016.0
5668.0,314.0,243.0,3.0,2.0,urbain,0,oui,aucune,oui,brut,a_renover,1998.0
2172.0,64.0,93.0,4.0,1.0,rural,0,oui,starlink,Yes,,,2018.0
2169.0,188.0,158.0,3.0,1.0,rural,No,Yes,aucune,non,brut,,1992.0
6628.0,337.0,,5.0,2.0,urbain,0,non,starlink,No,,a_renover,2002.0
4009.0,171.0,204.0,5.0,1.0,rural,oui,non,fibre,0,brut,bon,2012.0
9616.0,302.0,131.0,5.0,1.0,periurbain,1,1,starlink,1,ciment,neuf,2000.0
4340.0,179.0,184.0,5.0,2.0,,1,1,fibre,non,carrelage,a_renover,2010.0
,354.0,177.0,4.0,2.0,periurbain,oui,0,fibre,0,ciment,neuf,
6268.0,132.0,72.0,1.0,2.0,periurbain,Yes,,,0,ciment,neuf,2015.0
2309.0,68.0,140.0,1.0,1.0,,Yes,non,starlink,0,ciment,a_renover,2022.0
6591.0,98.0,110.0,2.0,1.0,periurbain,oui,No,fibre,,carrelage,a_renover,1995.0
4458.0,384.0,190.0,4.0,,urbain,Yes,non,,Yes,carrelage,bon,2000.0
7597.0,505.0,198.0,1.0,2.0,urbain,Yes,1,starlink,Yes,carrelage,neuf,1997.0
8489.0,290.0,240.0,5.0,2.0,rural,0,oui,fibre,No,ciment,neuf,2002.0
5505.0,113.0,76.0,2.0,1.0,urbain,oui,Yes,fibre,,brut,a_renover,2006.0
4652.0,172.0,206.0,5.0,1.0,rural,oui,No,fibre,No,,bon,2019.0
6218.0,174.0,234.0,3.0,1.0,rural,0,1,fibre,0,ciment,bon,2005.0
442.0,510.0,200.0,1.0,2.0,urbain,non,0,fibre,0,carrelage,neuf,2005.0
3415.0,500.0,171.0,3.0,2.0,urbain,0,No,aucune,0,ciment,neuf,2012.0
9631.0,156.0,137.0,,1.0,rural,,0,fibre,,brut,neuf,2006.0
9229.0,206.0,233.0,4.0,1.0,periurbain,0,oui,starlink,Yes,ciment,a_renover,2019.0
8658.0,209.0,84.0,4.0,1.0,periurbain,Yes,non,,0,carrelage,neuf,2000.0
5744.0,167.0,249.0,1.0,2.0,rural,oui,oui,starlink,0,brut,bon,2021.0
1054.0,355.0,215.0,1.0,2.0,periurbain,oui,0,starlink,1,brut,neuf,2011.0
3699.0,129.0,72.0,5.0,1.0,rural,,1,starlink,No,ciment,neuf,2019.0
929.0,304.0,170.0,2.0,1.0,periurbain,Yes,oui,aucune,non,ciment,neuf,2011.0
6468.0,130.0,73.0,5.0,2.0,rural,Yes,Yes,fibre,No,ciment,neuf,2000.0
1829.0,159.0,103.0,4.0,2.0,periurbain,No,0,aucune,No,carrelage,bon,1996.0
8543.0,146.0,93.0,3.0,,urbain,oui,Yes,aucune,,brut,a_renover,2018.0
8983.0,201.0,117.0,5.0,2.0,urbain,non,non,,non,brut,a_renover,2019.0
2011.0,267.0,228.0,4.0,2.0,rural,No,Yes,fibre,Yes,carrelage,neuf,1991.0
913.0,249.0,222.0,3.0,1.0,rural,1,oui,,1,brut,neuf,2001.0
7611.0,360.0,206.0,2.0,2.0,periurbain,0,0,aucune,0,carrelage,,2015.0
9081.0,453.0,233.0,4.0,2.0,urbain,oui,No,fibre,1,brut,bon,1999.0
8507.0,167.0,57.0,4.0,1.0,periurbain,Yes,non,fibre,non,ciment,neuf,2020.0
2606.0,122.0,80.0,3.0,2.0,periurbain,non,0,fibre,,carrelage,bon,1999.0
4928.0,105.0,56.0,3.0,2.0,urbain,non,No,aucune,Yes,carrelage,a_renover,2014.0
6564.0,163.0,83.0,5.0,2.0,urbain,non,non,,1,ciment,a_renover,1999.0
8986.0,208.0,223.0,5.0,2.0,periurbain,0,Yes,fibre,1,ciment,a_renover,2017.0
6.0,140.0,249.0,5.0,1.0,rural,No,0,starlink,No,ciment,,
7835.0,175.0,62.0,4.0,2.0,periurbain,0,oui,fibre,Yes,carrelage,neuf,2002.0
6583.0,245.0,128.0,2.0,1.0,urbain,oui,non,fibre,0,brut,bon,1994.0
3361.0,244.0,242.0,,1.0,rural,0,0,fibre,non,ciment,neuf,2005.0
8615.0,429.0,,2.0,2.0,urbain,0,1,starlink,non,brut,bon,2020.0
1635.0,317.0,233.0,4.0,1.0,urbain,0,0,fibre,non,brut,a_renover,1991.0
1141.0,97.0,121.0,1.0,1.0,periurbain,non,No,starlink,non,ciment,a_renover,2002.0
359.0,276.0,152.0,2.0,2.0,periurbain,1,No,fibre,Yes,,neuf,2020.0
2070.0,161.0,78.0,2.0,2.0,periurbain,non,oui,aucune,No,ciment,neuf,
3134.0,,145.0,1.0,2.0,rural,,0,,1,ciment,bon,2020.0
5160.0,185.0,242.0,1.0,1.0,periurbain,No,oui,starlink,oui,ciment,a_renover,2005.0
6990.0,648.0,245.0,2.0,2.0,,0,0,starlink,oui,ciment,neuf,2018.0
3243.0,338.0,174.0,3.0,2.0,urbain,Yes,0,starlink,oui,brut,bon,2003.0
2242.0,331.0,113.0,2.0,1.0,urbain,No,Yes,fibre,non,brut,neuf,1992.0
1474.0,279.0,228.0,5.0,2.0,rural,0,1,fibre,Yes,carrelage,,2022.0
9461.0,271.0,223.0,3.0,2.0,periurbain,1,,,No,carrelage,bon,2003.0
3259.0,138.0,245.0,,1.0,rural,,0,aucune,1,brut,a_renover,2022.0
4020.0,420.0,150.0,2.0,2.0,urbain,oui,1,fibre,oui,ciment,neuf,2003.0
9734.0,57.0,89.0,3.0,2.0,rural,,oui,aucune,No,brut,a_renover,2011.0
3500.0,75.0,53.0,2.0,2.0,rural,oui,oui,aucune,,carrelage,neuf,2010.0
2658.0,166.0,123.0,2.0,1.0,urbain,,non,aucune,oui,brut,a_renover,2001.0
9304.0,170.0,196.0,3.0,2.0,periurbain,0,non,aucune,0,brut,a_renover,2002.0
1130.0,248.0,66.0,3.0,2.0,urbain,0,1,aucune,No,ciment,neuf,2011.0
1819.0,157.0,73.0,2.0,2.0,urbain,1,0,fibre,non,carrelage,bon,1992.0
7461.0,103.0,87.0,1.0,2.0,periurbain,Yes,oui,aucune,1,brut,bon,2004.0
9917.0,171.0,198.0,,2.0,,oui,1,fibre,No,ciment,a_renover,2015.0
9107.0,351.0,182.0,3.0,2.0,,Yes,non,starlink,1,carrelage,bon,2019.0
9164.0,587.0,182.0,5.0,1.0,urbain,1,Yes,fibre,oui,ciment,neuf,1990.0
7064.0,122.0,165.0,2.0,2.0,rural,Yes,non,fibre,0,brut,bon,2001.0
4318.0,125.0,68.0,5.0,2.0,rural,non,No,starlink,oui,carrelage,neuf,1991.0
4669.0,164.0,200.0,2.0,2.0,periurbain,1,0,fibre,1,carrelage,a_renover,1994.0
5476.0,,115.0,1.0,1.0,urbain,No,0,,Yes,carrelage,bon,2012.0
1536.0,242.0,208.0,2.0,2.0,periurbain,0,oui,starlink,0,carrelage,bon,2018.0
9659.0,265.0,145.0,2.0,1.0,periurbain,,1,aucune,1,brut,neuf,2003.0
1856.0,177.0,172.0,1.0,1.0,rural,Yes,oui,starlink,1,carrelage,neuf,1996.0
2282.0,135.0,,5.0,1.0,rural,Yes,1,fibre,oui,brut,bon,2018.0
9582.0,220.0,240.0,5.0,2.0,periurbain,1,oui,aucune,non,brut,a_renover,2020.0
4008.0,225.0,204.0,1.0,,periurbain,1,oui,fibre,No,ciment,bon,2006.0
6401.0,277.0,185.0,5.0,2.0,urbain,No,non,starlink,1,brut,a_renover,2004.0
1831.0,133.0,103.0,2.0,,periurbain,oui,Yes,fibre,non,brut,bon,2018.0
9381.0,164.0,108.0,5.0,1.0,rural,1,No,starlink,0,ciment,neuf,2023.0
386.0,151.0,183.0,2.0,2.0,periurbain,non,No,starlink,No,ciment,a_renover,
1628.0,136.0,93.0,3.0,1.0,periurbain,oui,No,fibre,oui,,bon,1994.0
9282.0,241.0,113.0,3.0,1.0,urbain,Yes,No,starlink,Yes,carrelage,,1999.0
3004.0,270.0,244.0,3.0,2.0,rural,No,0,aucune,Yes,brut,neuf,2007.0
7718.0,60.0,110.0,2.0,2.0,rural,non,No,aucune,1,brut,a_renover,1993.0
8484.0,122.0,84.0,,1.0,urbain,,oui,fibre,non,brut,a_renover,2003.0
4825.0,50.0,75.0,3.0,1.0,rural,non,Yes,fibre,oui,ciment,a_renover,1997.0
1842.0,334.0,184.0,2.0,1.0,urbain,No,non,aucune,No,brut,bon,2004.0
2497.0,196.0,243.0,5.0,2.0,rural,No,0,aucune,No,ciment,bon,1996.0
201.0,473.0,172.0,2.0,1.0,urbain,1,Yes,fibre,non,carrelage,neuf,2001.0
8862.0,560.0,171.0,5.0,2.0,urbain,Yes,Yes,,0,carrelage,neuf,2011.0
3868.0,103.0,,4.0,1.0,,,1,fibre,non,carrelage,bon,2009.0
5054.0,160.0,80.0,5.0,1.0,urbain,No,oui,starlink,0,carrelage,a_renover,2011.0
5889.0,93.0,120.0,2.0,1.0,,No,oui,fibre,,brut,bon,2013.0
2702.0,173.0,129.0,3.0,1.0,periurbain,0,oui,starlink,oui,carrelage,bon,2012.0
7922.0,179.0,234.0,1.0,2.0,periurbain,oui,No,aucune,1,brut,a_renover,2019.0
331.0,365.0,184.0,4.0,2.0,periurbain,oui,non,starlink,No,brut,neuf,2009.0
3808.0,88.0,134.0,5.0,1.0,rural,1,oui,aucune,No,brut,a_renover,2005.0
935.0,93.0,64.0,2.0,1.0,periurbain,1,Yes,fibre,Yes,ciment,bon,2017.0
1774.0,336.0,153.0,5.0,2.0,,Yes,oui,fibre,Yes,ciment,neuf,2007.0
8695.0,215.0,113.0,2.0,1.0,periurbain,non,Yes,fibre,0,carrelage,neuf,2011.0
2756.0,108.0,88.0,2.0,1.0,rural,0,oui,aucune,No,,neuf,1992.0
989.0,126.0,69.0,5.0,2.0,rural,0,1,fibre,non,carrelage,neuf,2013.0
5443.0,95.0,61.0,3.0,1.0,rural,non,No,starlink,1,carrelage,neuf,
9189.0,257.0,235.0,1.0,2.0,periurbain,No,1,aucune,oui,ciment,bon,1995.0
6993.0,90.0,152.0,4.0,2.0,rural,,,,No,ciment,a_renover,1999.0
9417.0,97.0,126.0,2.0,1.0,rural,No,oui,starlink,,brut,bon,2012.0
5806.0,177.0,172.0,1.0,1.0,rural,oui,0,starlink,,ciment,neuf,2016.0
9626.0,126.0,148.0,2.0,1.0,,Yes,Yes,aucune,No,carrelage,a_renover,2007.0
9586.0,206.0,246.0,3.0,1.0,periurbain,1,non,aucune,,ciment,a_renover,2019.0
,118.0,55.0,4.0,2.0,urbain,No,Yes,fibre,0,brut,a_renover,1997.0
3052.0,199.0,87.0,3.0,1.0,urbain,1,1,starlink,0,brut,bon,2000.0
9517.0,,198.0,4.0,1.0,rural,1,Yes,aucune,Yes,ciment,neuf,2017.0
4615.0,278.0,111.0,5.0,2.0,urbain,0,oui,fibre,1,ciment,bon,2022.0
3321.0,580.0,229.0,1.0,2.0,urbain,0,0,fibre,Yes,brut,neuf,2020.0
8394.0,156.0,177.0,3.0,1.0,periurbain,1,non,starlink,No,ciment,a_renover,2011.0
6246.0,108.0,75.0,3.0,1.0,rural,oui,oui,fibre,Yes,ciment,neuf,2019.0
6048.0,168.0,206.0,2.0,2.0,periurbain,oui,oui,fibre,Yes,ciment,,
3311.0,,96.0,3.0,1.0,rural,oui,non,fibre,0,carrelage,a_renover,2017.0
9311.0,197.0,126.0,4.0,1.0,urbain,0,No,fibre,No,carrelage,a_renover,1992.0
8798.0,482.0,239.0,5.0,2.0,urbain,1,non,fibre,1,carrelage,bon,2006.0
8210.0,82.0,61.0,1.0,2.0,urbain,,non,starlink,No,ciment,a_renover,1994.0
3628.0,82.0,50.0,5.0,,periurbain,,Yes,fibre,oui,brut,a_renover,2010.0
9769.0,225.0,128.0,1.0,2.0,urbain,No,oui,starlink,0,,bon,2019.0
1356.0,78.0,84.0,3.0,1.0,rural,0,1,aucune,1,brut,bon,2023.0
5002.0,57.0,89.0,3.0,1.0,rural,non,No,starlink,1,ciment,a_renover,1991.0
8579.0,648.0,245.0,2.0,2.0,urbain,0,Yes,aucune,non,ciment,neuf,2023.0
5823.0,279.0,228.0,5.0,1.0,rural,oui,non,starlink,1,carrelage,neuf,2003.0
5855.0,213.0,153.0,3.0,2.0,urbain,0,oui,starlink,0,brut,a_renover,2016.0
5670.0,203.0,170.0,2.0,1.0,periurbain,0,0,starlink,0,carrelage,,1997.0
3112.0,336.0,185.0,2.0,1.0,urbain,1,Yes,starlink,Yes,carrelage,bon,2021.0
182.0,156.0,150.0,1.0,1.0,rural,1,oui,starlink,1,brut,neuf,2009.0
9764.0,70.0,106.0,4.0,2.0,,1,oui,fibre,oui,ciment,a_renover,2015.0
855.0,148.0,207.0,2.0,1.0,rural,1,0,,oui,carrelage,bon,
9289.0,89.0,110.0,,2.0,periurbain,non,No,fibre,No,ciment,a_renover,2013.0
,119.0,151.0,1.0,1.0,periurbain,No,No,fibre,,ciment,a_renover,2001.0
9407.0,119.0,111.0,1.0,1.0,rural,0,non,aucune,non,ciment,neuf,2019.0
1800.0,260.0,233.0,3.0,2.0,rural,No,No,fibre,Yes,brut,neuf,2019.0
7505.0,95.0,200.0,1.0,,rural,,0,starlink,Yes,brut,a_renover,2004.0
5482.0,67.0,54.0,3.0,1.0,periurbain,oui,non,aucune,1,carrelage,a_renover,2019.0
9187.0,255.0,101.0,5.0,2.0,periurbain,non,0,starlink,oui,carrelage,neuf,
1968.0,191.0,107.0,1.0,,urbain,1,No,aucune,oui,ciment,bon,2014.0
9180.0,295.0,245.0,5.0,,rural,Yes,1,aucune,non,carrelage,,
8993.0,157.0,114.0,4.0,1.0,rural,non,0,starlink,Yes,ciment,neuf,2016.0
4697.0,212.0,76.0,,2.0,urbain,non,Yes,fibre,No,ciment,neuf,2011.0
4987.0,265.0,73.0,3.0,2.0,urbain,oui,1,aucune,oui,ciment,neuf,
4650.0,96.0,95.0,3.0,2.0,,1,Yes,fibre,Yes,ciment,a_renover,2006.0
1159.0,73.0,137.0,2.0,1.0,rural,,non,fibre,No,carrelage,a_renover,2003.0
8752.0,,78.0,5.0,2.0,,non,oui,aucune,non,carrelage,a_renover,2010.0
1325.0,395.0,127.0,3.0,2.0,urbain,No,0,aucune,oui,brut,,2009.0
8688.0,298.0,99.0,2.0,1.0,urbain,0,1,starlink,1,ciment,neuf,2002.0
4796.0,154.0,61.0,3.0,2.0,periurbain,0,Yes,fibre,Yes,brut,neuf,2011.0
,64.0,117.0,2.0,1.0,,0,1,fibre,Yes,ciment,a_renover,2001.0
,145.0,89.0,,2.0,rural,,0,aucune,1,ciment,neuf,2018.0
